folder,class_id,label,make,model,body,year_start,year_end,matched
PEUGEOT_307_CC_20032005,2768,Peugeot PEUGEOT 307 CC,Peugeot,PEUGEOT 307 CC,convertible,2003,2008,True
PEUGEOT_307_CC_20052008,2769,Peugeot PEUGEOT 307 CC,Peugeot,PEUGEOT 307 CC,convertible,2003,2008,True
PEUGEOT_307_SW_20022005,2770,Peugeot PEUGEOT 307 SW,Peugeot,PEUGEOT 307 SW,wagon,2002,2008,True
PEUGEOT_307_SW_20052008,2771,Peugeot PEUGEOT 307 SW,Peugeot,PEUGEOT 307 SW,wagon,2002,2008,True
PEUGEOT_308_2021Present,2772,Peugeot PEUGEOT 308,Peugeot,PEUGEOT 308,hatchback,2008,2024,True
PEUGEOT_308_3_Doors_20082013,2773,Peugeot PEUGEOT 308 3 Doors,Peugeot,PEUGEOT 308 3 Doors,hatchback,2008,2013,True
PEUGEOT_308_5_Doors_20082013,2774,Peugeot PEUGEOT 308 5 Doors,Peugeot,PEUGEOT 308 5 Doors,hatchback,2008,2024,True
PEUGEOT_308_5_Doors_20172021,2775,Peugeot PEUGEOT 308 5 Doors,Peugeot,PEUGEOT 308 5 Doors,hatchback,2008,2024,True
PEUGEOT_308_CC_20082011,2776,Peugeot PEUGEOT 308 CC,Peugeot,PEUGEOT 308 CC,convertible,2008,2015,True
PEUGEOT_308_CC_20112015,2777,Peugeot PEUGEOT 308 CC,Peugeot,PEUGEOT 308 CC,convertible,2008,2015,True
PEUGEOT_308_GT_20142017,2778,Peugeot PEUGEOT 308 GT,Peugeot,PEUGEOT 308 GT,hatchback,2008,2024,True
PEUGEOT_308_GTi_20152017,2779,Peugeot PEUGEOT 308 GTi,Peugeot,PEUGEOT 308 GTi,hatchback,2008,2024,True
PEUGEOT_308_GTi_2017Present,2780,Peugeot PEUGEOT 308 GTi,Peugeot,PEUGEOT 308 GTi,hatchback,2008,2024,True
PEUGEOT_308_SW_20082013,2781,Peugeot PEUGEOT 308 SW,Peugeot,PEUGEOT 308 SW,wagon,2008,2024,True
PEUGEOT_308_SW_2021Present,2782,Peugeot PEUGEOT 308 SW,Peugeot,PEUGEOT 308 SW,wagon,2008,2024,True
PEUGEOT_308_SW_GT_20142017,2783,Peugeot PEUGEOT 308 SW GT,Peugeot,PEUGEOT 308 SW GT,wagon,2008,2024,True
PEUGEOT_308_SW_GT_2017Present,2784,Peugeot PEUGEOT 308 SW GT,Peugeot,PEUGEOT 308 SW GT,wagon,2008,2024,True
PEUGEOT_308__5_doors_20132017,2785,Peugeot PEUGEOT 308 5 Doors,Peugeot,PEUGEOT 308 5 Doors,hatchback,2008,2024,True
PEUGEOT_4007_20072012,2786,Peugeot PEUGEOT 4007,Peugeot,PEUGEOT 4007,suv,2007,2012,True
PEUGEOT_405_19871996,2787,Peugeot PEUGEOT 405,Peugeot,PEUGEOT 405,other,1987,1996,True
PEUGEOT_406_19951999,2788,Peugeot PEUGEOT 406,Peugeot,PEUGEOT 406,other,1995,2004,True
PEUGEOT_406_Coupe_19972003,2789,Peugeot PEUGEOT 406 Coupe,Peugeot,PEUGEOT 406 Coupe,other,1997,2004,True
PEUGEOT_406_Coupe_20032004,2790,Peugeot PEUGEOT 406 Coupe,Peugeot,PEUGEOT 406 Coupe,other,1997,2004,True
PEUGEOT_407_20042010,2791,Peugeot PEUGEOT 407,Peugeot,PEUGEOT 407,other,2004,2010,True
PEUGEOT_407_Coupe_20052008,2792,Peugeot PEUGEOT 407 Coupe,Peugeot,PEUGEOT 407 Coupe,other,2005,2008,True
PEUGEOT_407_SW_20042010,2793,Peugeot PEUGEOT 407 SW,Peugeot,PEUGEOT 407 SW,wagon,2004,2010,True
PEUGEOT_408_20102014,2794,Peugeot PEUGEOT 408,Peugeot,PEUGEOT 408,other,2010,2014,True
PEUGEOT_408_2022Present,2795,Peugeot PEUGEOT 408,Peugeot,PEUGEOT 408,suv,2022,2024,True
PEUGEOT_5008_20092013,2796,Peugeot PEUGEOT 5008,Peugeot,PEUGEOT 5008,van,2009,2024,True
PEUGEOT_5008_20132016,2797,Peugeot PEUGEOT 5008,Peugeot,PEUGEOT 5008,van,2009,2024,True
PEUGEOT_5008_20162020,2798,Peugeot PEUGEOT 5008,Peugeot,PEUGEOT 5008,van,2009,2024,True
PEUGEOT_5008_2020Present,2799,Peugeot PEUGEOT 5008,Peugeot,PEUGEOT 5008,van,2009,2024,True
PEUGEOT_504_Cabriolet_19731982,2800,Peugeot PEUGEOT 504 Cabriolet,Peugeot,PEUGEOT 504 Cabriolet,other,1968,1982,True
PEUGEOT_504_Coupe_19741982,2801,Peugeot PEUGEOT 504 Coupe,Peugeot,PEUGEOT 504 Coupe,other,1968,1982,True
PEUGEOT_505_19791992,2802,Peugeot PEUGEOT 505,Peugeot,PEUGEOT 505,other,1979,1992,True
PEUGEOT_508_20142018,2803,Peugeot PEUGEOT 508,Peugeot,PEUGEOT 508,other,2010,2024,True
PEUGEOT_508_Berline_20102014,2804,Peugeot PEUGEOT 508 Berline,Peugeot,PEUGEOT 508 Berline,other,2010,2024,True
PEUGEOT_508_PSE_2020Present,2805,Peugeot PEUGEOT 508 PSE,Peugeot,PEUGEOT 508 PSE,other,2010,2024,True
PEUGEOT_508_RXH_20142018,2806,Peugeot PEUGEOT 508 RXH,Peugeot,PEUGEOT 508 RXH,other,2011,2018,True
PEUGEOT_508_SW_20102014,2807,Peugeot PEUGEOT 508 SW,Peugeot,PEUGEOT 508 SW,wagon,2010,2024,True
PEUGEOT_508_SW_20142018,2808,Peugeot PEUGEOT 508 SW,Peugeot,PEUGEOT 508 SW,wagon,2010,2024,True
PEUGEOT_607_20002005,2809,Peugeot PEUGEOT 607,Peugeot,PEUGEOT 607,other,2000,2010,True
PEUGEOT_607_20052010,2810,Peugeot PEUGEOT 607,Peugeot,PEUGEOT 607,other,2000,2010,True
PEUGEOT_Peugeot_4008_20122017,2811,Peugeot PEUGEOT Peugeot 4008,Peugeot,PEUGEOT Peugeot 4008,suv,2012,2017,True
PEUGEOT_Peugeot_508_RXH_20112014,2812,Peugeot PEUGEOT Peugeot 508 RXH,Peugeot,PEUGEOT Peugeot 508 RXH,other,2011,2018,True
PEUGEOT_RCZ_20092013,2813,Peugeot PEUGEOT RCZ,Peugeot,PEUGEOT RCZ,other,2009,2015,True
PEUGEOT_RCZ_20132015,2814,Peugeot PEUGEOT RCZ,Peugeot,PEUGEOT RCZ,other,2009,2015,True
PEUGEOT_RCZ_R_20132015,2815,Peugeot PEUGEOT RCZ R,Peugeot,PEUGEOT RCZ R,other,2013,2015,True
PEUGEOT_RIFTER_2018Present,2816,Peugeot PEUGEOT RIFTER,Peugeot,PEUGEOT RIFTER,other,2018,2024,True
PEUGEOT_Tepee_Bipper_2008Present,2817,Peugeot PEUGEOT Tepee Bipper,Peugeot,PEUGEOT Tepee Bipper,van,2007,2024,True
PEUGEOT_Traveller_2016Present,2818,Peugeot PEUGEOT Traveller,Peugeot,PEUGEOT Traveller,van,2016,2024,True
PEUGEOT_iOn_20102012,2819,Peugeot PEUGEOT iOn,Peugeot,PEUGEOT iOn,hatchback,2010,2012,True
PONTIAC_Aztek_20002005,2820,Pontiac PONTIAC Aztek,Pontiac,PONTIAC Aztek,other,2000,2005,True
PONTIAC_Bonneville_20002003,2821,Pontiac PONTIAC Bonneville,Pontiac,PONTIAC Bonneville,other,1958,2005,True
PONTIAC_GTO_20032006,2822,Pontiac PONTIAC GTO,Pontiac,PONTIAC GTO,other,1964,2006,True
PONTIAC_Trans_Sport_19901996,2823,Pontiac PONTIAC Trans Sport,Pontiac,PONTIAC Trans Sport,other,1990,1996,True
PORSCHE_718_Boxster_982_2016Present,2824,Porsche PORSCHE 718 Boxster 982,Porsche,PORSCHE 718 Boxster 982,convertible,2016,2024,True
PORSCHE_718_Boxster_GTS_982_2017Present,2825,Porsche PORSCHE 718 Boxster GTS 982,Porsche,PORSCHE 718 Boxster GTS 982,convertible,2017,2024,True
PORSCHE_718_Boxster_S_982_2016Present,2826,Porsche PORSCHE 718 Boxster S 982,Porsche,PORSCHE 718 Boxster S 982,convertible,2016,2024,True
PORSCHE_718_Cayman_GTS_40_2019Present,2827,Porsche PORSCHE 718 Cayman GTS 40,Porsche,PORSCHE 718 Cayman GTS 40,other,2017,2024,True
PORSCHE_718_Cayman_S_982C_2016Present,2828,Porsche PORSCHE 718 Cayman S 982C,Porsche,PORSCHE 718 Cayman S 982C,other,2016,2024,True
PORSCHE_911_Carrera_4S_991_20122018,2829,Porsche PORSCHE 911 Carrera 4S 991,Porsche,PORSCHE 911 Carrera 4S 991,other,1995,2024,True
PORSCHE_911_Carrera_4S_996_20012005,2830,Porsche PORSCHE 911 Carrera 4S 996,Porsche,PORSCHE 911 Carrera 4S 996,other,1995,2024,True
PORSCHE_911_Carrera_4S_997_20052008,2831,Porsche PORSCHE 911 Carrera 4S 997,Porsche,PORSCHE 911 Carrera 4S 997,other,1995,2024,True
PORSCHE_911_Carrera_4S_Cabriolet_991_20122018,2832,Porsche PORSCHE 911 Carrera 4S Cabriolet 991,Porsche,PORSCHE 911 Carrera 4S Cabriolet 991,convertible,2003,2024,True
PORSCHE_911_Carrera_4S_Cabriolet_996_20032005,2833,Porsche PORSCHE 911 Carrera 4S Cabriolet 996,Porsche,PORSCHE 911 Carrera 4S Cabriolet 996,convertible,2003,2024,True
PORSCHE_911_Carrera_4S_Cabriolet_997_20052008,2834,Porsche PORSCHE 911 Carrera 4S Cabriolet 997,Porsche,PORSCHE 911 Carrera 4S Cabriolet 997,convertible,2003,2024,True
PORSCHE_911_Carrera_4S_Cabriolet_997_20082012,2835,Porsche PORSCHE 911 Carrera 4S Cabriolet 997,Porsche,PORSCHE 911 Carrera 4S Cabriolet 997,convertible,2003,2024,True
PORSCHE_911_Carrera_4_964_19881993,2836,Porsche PORSCHE 911 Carrera 4 964,Porsche,PORSCHE 911 Carrera 4 964,other,1988,2015,True
PORSCHE_911_Carrera_4_991_20122015,2837,Porsche PORSCHE 911 Carrera 4 991,Porsche,PORSCHE 911 Carrera 4 991,other,1988,2015,True
PORSCHE_911_Carrera_4_996_19982001,2838,Porsche PORSCHE 911 Carrera 4 996,Porsche,PORSCHE 911 Carrera 4 996,other,1988,2015,True
PORSCHE_911_Carrera_4_997_20052008,2839,Porsche PORSCHE 911 Carrera 4 997,Porsche,PORSCHE 911 Carrera 4 997,other,1988,2015,True
PORSCHE_911_Carrera_4_997_20082012,2840,Porsche PORSCHE 911 Carrera 4 997,Porsche,PORSCHE 911 Carrera 4 997,other,1988,2015,True
PORSCHE_911_Carrera_4_Cabriolet_991_2012Present,2841,Porsche PORSCHE 911 Carrera 4 Cabriolet 991,Porsche,PORSCHE 911 Carrera 4 Cabriolet 991,convertible,1998,2024,True
PORSCHE_911_Carrera_4_Cabriolet_996_19982001,2842,Porsche PORSCHE 911 Carrera 4 Cabriolet 996,Porsche,PORSCHE 911 Carrera 4 Cabriolet 996,convertible,1998,2024,True
PORSCHE_911_Carrera_4_Cabriolet_996_20012004,2843,Porsche PORSCHE 911 Carrera 4 Cabriolet 996,Porsche,PORSCHE 911 Carrera 4 Cabriolet 996,convertible,1998,2024,True
PORSCHE_911_Carrera_4_Cabriolet_997_20052008,2844,Porsche PORSCHE 911 Carrera 4 Cabriolet 997,Porsche,PORSCHE 911 Carrera 4 Cabriolet 997,convertible,1998,2024,True
PORSCHE_911_Carrera_4_Cabriolet_997_20082011,2845,Porsche PORSCHE 911 Carrera 4 Cabriolet 997,Porsche,PORSCHE 911 Carrera 4 Cabriolet 997,convertible,1998,2024,True
PORSCHE_911_Carrera_4_GTS_992_2021Present,2846,Porsche PORSCHE 911 Carrera 4 GTS 992,Porsche,PORSCHE 911 Carrera 4 GTS 992,other,2014,2024,True
PORSCHE_911_Carrera_991_20122015,2847,Porsche PORSCHE 911 Carrera 991,Porsche,PORSCHE 911 Carrera 991,other,1964,2024,True
PORSCHE_911_Carrera_997_20082012,2848,Porsche PORSCHE 911 Carrera 997,Porsche,PORSCHE 911 Carrera 997,other,1964,2024,True
PORSCHE_911_Carrera_Cabrio_992_2019Present,2849,Porsche PORSCHE 911 Carrera Cabrio 992,Porsche,PORSCHE 911 Carrera Cabrio 992,convertible,1983,2024,True
PORSCHE_911_Carrera_Cabriolet_930_19831989,2850,Porsche PORSCHE 911 Carrera Cabriolet 930,Porsche,PORSCHE 911 Carrera Cabriolet 930,convertible,1983,2024,True
PORSCHE_911_Carrera_Cabriolet_991_20122015,2851,Porsche PORSCHE 911 Carrera Cabriolet 991,Porsche,PORSCHE 911 Carrera Cabriolet 991,convertible,1983,2024,True
PORSCHE_911_Carrera_Cabriolet_996_19982001,2852,Porsche PORSCHE 911 Carrera Cabriolet 996,Porsche,PORSCHE 911 Carrera Cabriolet 996,convertible,1983,2024,True
PORSCHE_911_Carrera_Cabriolet_997_20052008,2853,Porsche PORSCHE 911 Carrera Cabriolet 997,Porsche,PORSCHE 911 Carrera Cabriolet 997,convertible,1983,2024,True
PORSCHE_911_Carrera_Cabriolet_997_20082012,2854,Porsche PORSCHE 911 Carrera Cabriolet 997,Porsche,PORSCHE 911 Carrera Cabriolet 997,convertible,1983,2024,True
PORSCHE_911_Carrera_Coupe_991_20152019,2855,Porsche PORSCHE 911 Carrera Coupe 991,Porsche,PORSCHE 911 Carrera Coupe 991,other,1964,2024,True
PORSCHE_911_Carrera_Coupe_992_2019Present,2856,Porsche PORSCHE 911 Carrera Coupe 992,Porsche,PORSCHE 911 Carrera Coupe 992,other,1964,2024,True
PORSCHE_911_Carrera_GTS_20142021,2857,Porsche PORSCHE 911 Carrera GTS,Porsche,PORSCHE 911 Carrera GTS,other,2010,2021,True
PORSCHE_911_Carrera_GTS_997_20102011,2858,Porsche PORSCHE 911 Carrera GTS 997,Porsche,PORSCHE 911 Carrera GTS 997,other,2010,2021,True
PORSCHE_911_Carrera_GTS_Cabriolet_997_20102011,2859,Porsche PORSCHE 911 Carrera GTS Cabriolet 997,Porsche,PORSCHE 911 Carrera GTS Cabriolet 997,convertible,2010,2024,True
PORSCHE_911_Carrera_RS_901_19721973,2860,Porsche PORSCHE 911 Carrera RS 901,Porsche,PORSCHE 911 Carrera RS 901,other,1972,1996,True
PORSCHE_911_Carrera_RS_964_19911992,2861,Porsche PORSCHE 911 Carrera RS 964,Porsche,PORSCHE 911 Carrera RS 964,other,1972,1996,True
PORSCHE_911_Carrera_RS_993_19951996,2862,Porsche PORSCHE 911 Carrera RS 993,Porsche,PORSCHE 911 Carrera RS 993,other,1972,1996,True
PORSCHE_911_Carrera_S_991_20122015,2863,Porsche PORSCHE 911 Carrera S 991,Porsche,PORSCHE 911 Carrera S 991,other,1995,2024,True
PORSCHE_911_Carrera_S_992_2019Present,2864,Porsche PORSCHE 911 Carrera S 992,Porsche,PORSCHE 911 Carrera S 992,other,1995,2024,True
PORSCHE_911_Carrera_S_997_20042008,2865,Porsche PORSCHE 911 Carrera S 997,Porsche,PORSCHE 911 Carrera S 997,other,1995,2024,True
PORSCHE_911_Carrera_S_997_20082011,2866,Porsche PORSCHE 911 Carrera S 997,Porsche,PORSCHE 911 Carrera S 997,other,1995,2024,True
PORSCHE_911_Carrera_S_Cabriolet_991_20122015,2867,Porsche PORSCHE 911 Carrera S Cabriolet 991,Porsche,PORSCHE 911 Carrera S Cabriolet 991,convertible,2005,2018,True
PORSCHE_911_Carrera_S_Cabriolet_997_20052008,2868,Porsche PORSCHE 911 Carrera S Cabriolet 997,Porsche,PORSCHE 911 Carrera S Cabriolet 997,convertible,2005,2018,True
PORSCHE_911_Carrera_S_Cabriolet_997_20082011,2869,Porsche PORSCHE 911 Carrera S Cabriolet 997,Porsche,PORSCHE 911 Carrera S Cabriolet 997,convertible,2005,2018,True
PORSCHE_911_Carrera_S_Coupe_991_20152019,2870,Porsche PORSCHE 911 Carrera S Coupe 991,Porsche,PORSCHE 911 Carrera S Coupe 991,other,1995,2024,True
PORSCHE_911_Carrera_T_20172022,2871,Porsche PORSCHE 911 Carrera T,Porsche,PORSCHE 911 Carrera T,other,2017,2024,True
PORSCHE_911_Carrera_Targa_4S_991_20142020,2872,Porsche PORSCHE 911 Carrera Targa 4S 991,Porsche,PORSCHE 911 Carrera Targa 4S 991,other,2006,2024,True
PORSCHE_911_Carrera_Targa_4S_997_20062008,2873,Porsche PORSCHE 911 Carrera Targa 4S 997,Porsche,PORSCHE 911 Carrera Targa 4S 997,other,2006,2024,True
PORSCHE_911_Carrera_Targa_4S_997_20082013,2874,Porsche PORSCHE 911 Carrera Targa 4S 997,Porsche,PORSCHE 911 Carrera Targa 4S 997,other,2006,2024,True
PORSCHE_911_Carrera_Targa_4_991_20142016,2875,Porsche PORSCHE 911 Carrera Targa 4 991,Porsche,PORSCHE 911 Carrera Targa 4 991,other,2006,2024,True
PORSCHE_911_Carrera_Targa_4_997_20062008,2876,Porsche PORSCHE 911 Carrera Targa 4 997,Porsche,PORSCHE 911 Carrera Targa 4 997,other,2006,2024,True
PORSCHE_911_Carrera_Targa_4_997_20082013,2877,Porsche PORSCHE 911 Carrera Targa 4 997,Porsche,PORSCHE 911 Carrera Targa 4 997,other,2006,2024,True
PORSCHE_911_GT2_993_19951997,2878,Porsche PORSCHE 911 GT2 993,Porsche,PORSCHE 911 GT2 993,other,1995,2009,True
PORSCHE_911_GT2_996_20012006,2879,Porsche PORSCHE 911 GT2 996,Porsche,PORSCHE 911 GT2 996,other,1995,2009,True
PORSCHE_911_GT2_997_20072009,2880,Porsche PORSCHE 911 GT2 997,Porsche,PORSCHE 911 GT2 997,other,1995,2009,True
PORSCHE_911_GT2_RS_997_20102012,2881,Porsche PORSCHE 911 GT2 RS 997,Porsche,PORSCHE 911 GT2 RS 997,other,2010,2019,True
PORSCHE_911_GT3_9912_20172021,2882,Porsche PORSCHE 911 GT3 9912,Porsche,PORSCHE 911 GT3 9912,other,1999,2024,True
PORSCHE_911_GT3_991_20132017,2883,Porsche PORSCHE 911 GT3 991,Porsche,PORSCHE 911 GT3 991,other,1999,2024,True
PORSCHE_911_GT3_992_2021Present,2884,Porsche PORSCHE 911 GT3 992,Porsche,PORSCHE 911 GT3 992,other,1999,2024,True
PORSCHE_911_GT3_996_19992001,2885,Porsche PORSCHE 911 GT3 996,Porsche,PORSCHE 911 GT3 996,other,1999,2024,True
PORSCHE_911_GT3_996_20032006,2886,Porsche PORSCHE 911 GT3 996,Porsche,PORSCHE 911 GT3 996,other,1999,2024,True
PORSCHE_911_GT3_997_20062009,2887,Porsche PORSCHE 911 GT3 997,Porsche,PORSCHE 911 GT3 997,other,1999,2024,True
PORSCHE_911_GT3_997_20092011,2888,Porsche PORSCHE 911 GT3 997,Porsche,PORSCHE 911 GT3 997,other,1999,2024,True
PORSCHE_911_GT3_RS_40_991_20112013,2889,Porsche PORSCHE 911 GT3 RS 40 991,Porsche,PORSCHE 911 GT3 RS 40 991,other,2004,2019,True
PORSCHE_911_GT3_RS_9911_20162018,2890,Porsche PORSCHE 911 GT3 RS 9911,Porsche,PORSCHE 911 GT3 RS 9911,other,2004,2019,True
PORSCHE_911_GT3_RS_9912_20182019,2891,Porsche PORSCHE 911 GT3 RS 9912,Porsche,PORSCHE 911 GT3 RS 9912,other,2004,2019,True
PORSCHE_911_GT3_RS_992_2022Present,2892,Porsche PORSCHE 911 GT3 RS 992,Porsche,PORSCHE 911 GT3 RS 992,other,1999,2024,True
PORSCHE_911_GT3_RS_996_20042006,2893,Porsche PORSCHE 911 GT3 RS 996,Porsche,PORSCHE 911 GT3 RS 996,other,2004,2019,True
PORSCHE_911_GT3_RS_9972_20092011,2894,Porsche PORSCHE 911 GT3 RS 9972,Porsche,PORSCHE 911 GT3 RS 9972,other,2004,2019,True
PORSCHE_911_GT3_RS_997_20062009,2895,Porsche PORSCHE 911 GT3 RS 997,Porsche,PORSCHE 911 GT3 RS 997,other,2004,2019,True
PORSCHE_911_R_2016Present,2896,Porsche PORSCHE 911 R,Porsche,PORSCHE 911 R,other,2016,2024,True
PORSCHE_911_Targa_4_992_2020Present,2897,Porsche PORSCHE 911 Targa 4 992,Porsche,PORSCHE 911 Targa 4 992,other,2006,2024,True
PORSCHE_911_Targa_4_GTS_2021Present,2898,Porsche PORSCHE 911 Targa 4 GTS,Porsche,PORSCHE 911 Targa 4 GTS,other,2015,2024,True
PORSCHE_911_Targa_4_GTS_991_20152021,2899,Porsche PORSCHE 911 Targa 4 GTS 991,Porsche,PORSCHE 911 Targa 4 GTS 991,other,2015,2024,True
PORSCHE_911_Targa_901_19671973,2900,Porsche PORSCHE 911 Targa 901,Porsche,PORSCHE 911 Targa 901,other,1967,1997,True
PORSCHE_911_Targa_930_19741989,2901,Porsche PORSCHE 911 Targa 930,Porsche,PORSCHE 911 Targa 930,other,1967,1997,True
PORSCHE_911_Turbo_930_19741977,2902,Porsche PORSCHE 911 Turbo 930,Porsche,PORSCHE 911 Turbo 930,other,1974,2024,True
PORSCHE_911_Turbo_930_19771989,2903,Porsche PORSCHE 911 Turbo 930,Porsche,PORSCHE 911 Turbo 930,other,1974,2024,True
PORSCHE_911_Turbo_964_19901995,2904,Porsche PORSCHE 911 Turbo 964,Porsche,PORSCHE 911 Turbo 964,other,1974,2024,True
PORSCHE_911_Turbo_9912_20162020,2905,Porsche PORSCHE 911 Turbo 9912,Porsche,PORSCHE 911 Turbo 9912,other,1974,2024,True
PORSCHE_911_Turbo_991_20132016,2906,Porsche PORSCHE 911 Turbo 991,Porsche,PORSCHE 911 Turbo 991,other,1974,2024,True
PORSCHE_911_Turbo_992_2020Present,2907,Porsche PORSCHE 911 Turbo 992,Porsche,PORSCHE 911 Turbo 992,other,1974,2024,True
PORSCHE_911_Turbo_993_19951997,2908,Porsche PORSCHE 911 Turbo 993,Porsche,PORSCHE 911 Turbo 993,other,1974,2024,True
PORSCHE_911_Turbo_996_20002006,2909,Porsche PORSCHE 911 Turbo 996,Porsche,PORSCHE 911 Turbo 996,other,1974,2024,True
PORSCHE_911_Turbo_997_20062009,2910,Porsche PORSCHE 911 Turbo 997,Porsche,PORSCHE 911 Turbo 997,other,1974,2024,True
PORSCHE_911_Turbo_997_20092011,2911,Porsche PORSCHE 911 Turbo 997,Porsche,PORSCHE 911 Turbo 997,other,1974,2024,True
PORSCHE_911_Turbo_Cabriolet_991_20132016,2912,Porsche PORSCHE 911 Turbo Cabriolet 991,Porsche,PORSCHE 911 Turbo Cabriolet 991,convertible,1987,2020,True
PORSCHE_911_Turbo_Cabriolet_996_20042007,2913,Porsche PORSCHE 911 Turbo Cabriolet 996,Porsche,PORSCHE 911 Turbo Cabriolet 996,convertible,1987,2020,True
PORSCHE_911_Turbo_Cabriolet_997_20072009,2914,Porsche PORSCHE 911 Turbo Cabriolet 997,Porsche,PORSCHE 911 Turbo Cabriolet 997,convertible,1987,2020,True
PORSCHE_911_Turbo_Cabriolet_997_20092011,2915,Porsche PORSCHE 911 Turbo Cabriolet 997,Porsche,PORSCHE 911 Turbo Cabriolet 997,convertible,1987,2020,True
PORSCHE_911_Turbo_Cabriolet_Flachtbau_930_19871989,2916,Porsche PORSCHE 911 Turbo Cabriolet Flachtbau 930,Porsche,PORSCHE 911 Turbo Cabriolet Flachtbau 930,convertible,1987,2020,True
PORSCHE_911_Turbo_Flachbau_930_19811989,2917,Porsche PORSCHE 911 Turbo Flachbau 930,Porsche,PORSCHE 911 Turbo Flachbau 930,other,1974,2024,True
PORSCHE_911_Turbo_S_9912_20162020,2918,Porsche PORSCHE 911 Turbo S 9912,Porsche,PORSCHE 911 Turbo S 9912,other,2004,2024,True
PORSCHE_911_Turbo_S_991_20132016,2919,Porsche PORSCHE 911 Turbo S 991,Porsche,PORSCHE 911 Turbo S 991,other,2004,2024,True
PORSCHE_911_Turbo_S_992_2020Present,2920,Porsche PORSCHE 911 Turbo S 992,Porsche,PORSCHE 911 Turbo S 992,other,2004,2024,True
PORSCHE_911_Turbo_S_997_20102011,2921,Porsche PORSCHE 911 Turbo S 997,Porsche,PORSCHE 911 Turbo S 997,other,2004,2024,True
PORSCHE_911_Turbo_S_Cabriolet_9912_20162020,2922,Porsche PORSCHE 911 Turbo S Cabriolet 9912,Porsche,PORSCHE 911 Turbo S Cabriolet 9912,convertible,2004,2024,True
PORSCHE_911_Turbo_S_Cabriolet_992_2020Present,2923,Porsche PORSCHE 911 Turbo S Cabriolet 992,Porsche,PORSCHE 911 Turbo S Cabriolet 992,convertible,2004,2024,True
PORSCHE_912_901_19651969,2924,Porsche PORSCHE 912 901,Porsche,PORSCHE 912 901,other,1964,2024,True
PORSCHE_928_GTS_19921995,2925,Porsche PORSCHE 928 GTS,Porsche,PORSCHE 928 GTS,other,1992,1995,True
PORSCHE_928_S_19801986,2926,Porsche PORSCHE 928 S,Porsche,PORSCHE 928 S,other,1980,1991,True
PORSCHE_944_19811990,2927,Porsche PORSCHE 944,Porsche,PORSCHE 944,other,1981,1990,True
PORSCHE_944_TurboTurbo_S_951_19851990,2928,Porsche PORSCHE 944 TurboTurbo S 951,Porsche,PORSCHE 944 TurboTurbo S 951,other,1985,1990,True
PORSCHE_959_19871988,2929,Porsche PORSCHE 959,Porsche,PORSCHE 959,other,1987,1988,True
PORSCHE_968_Club_Sport_19921995,2930,Porsche PORSCHE 968 Club Sport,Porsche,PORSCHE 968 Club Sport,other,1991,1995,True
PORSCHE_Boxster_981_20122016,2931,Porsche PORSCHE Boxster 981,Porsche,PORSCHE Boxster 981,convertible,1996,2016,True
PORSCHE_Boxster_986_19962002,2932,Porsche PORSCHE Boxster 986,Porsche,PORSCHE Boxster 986,convertible,1996,2016,True
PORSCHE_Boxster_986_20022005,2933,Porsche PORSCHE Boxster 986,Porsche,PORSCHE Boxster 986,convertible,1996,2016,True
PORSCHE_Boxster_987_20042008,2934,Porsche PORSCHE Boxster 987,Porsche,PORSCHE Boxster 987,convertible,1996,2016,True
PORSCHE_Boxster_987_20082011,2935,Porsche PORSCHE Boxster 987,Porsche,PORSCHE Boxster 987,convertible,1996,2016,True
PORSCHE_Boxster_S_981_20122016,2936,Porsche PORSCHE Boxster S 981,Porsche,PORSCHE Boxster S 981,convertible,1999,2016,True
PORSCHE_Boxster_S_986_19992002,2937,Porsche PORSCHE Boxster S 986,Porsche,PORSCHE Boxster S 986,convertible,1999,2016,True
PORSCHE_Boxster_S_986_20022005,2938,Porsche PORSCHE Boxster S 986,Porsche,PORSCHE Boxster S 986,convertible,1999,2016,True
PORSCHE_Boxster_S_987_20042008,2939,Porsche PORSCHE Boxster S 987,Porsche,PORSCHE Boxster S 987,convertible,1999,2016,True
PORSCHE_Boxster_S_987_20082011,2940,Porsche PORSCHE Boxster S 987,Porsche,PORSCHE Boxster S 987,convertible,1999,2016,True
PORSCHE_Boxster_Spyder_20162019,2941,Porsche PORSCHE Boxster Spyder,Porsche,PORSCHE Boxster Spyder,convertible,2009,2019,True
PORSCHE_Boxster_Spyder_987_20092011,2942,Porsche PORSCHE Boxster Spyder 987,Porsche,PORSCHE Boxster Spyder 987,convertible,2009,2019,True
PORSCHE_Carrera_GT_980_20032006,2943,Porsche PORSCHE Carrera GT 980,Porsche,PORSCHE Carrera GT 980,convertible,2003,2006,True
PORSCHE_Cayenne_955_20022007,2944,Porsche PORSCHE Cayenne 955,Porsche,PORSCHE Cayenne 955,suv,2002,2024,True
PORSCHE_Cayenne_957_20072009,2945,Porsche PORSCHE Cayenne 957,Porsche,PORSCHE Cayenne 957,suv,2002,2024,True
PORSCHE_Cayenne_958_20102015,2946,Porsche PORSCHE Cayenne 958,Porsche,PORSCHE Cayenne 958,suv,2002,2024,True
PORSCHE_Cayenne_Coupe_PO536_2019Present,2947,Porsche PORSCHE Cayenne Coupe PO536,Porsche,PORSCHE Cayenne Coupe PO536,suv,2019,2024,True
